Year,Code,Economy,GEDI Ranking,GEDI Score,Perceived Capabilities ,Perceived Opportunities ,Fear of Failure Rate ,Entrepreneurial Intention ,Know Startup Entrepreneur Rate ,Entrepreneurship as Desirable Career Choice,High Status Successful Entrepreneurship ,Media Attention for Entrepreneurship ,Nascent Entrepreneurship Rate ,New Business Ownership Rate ,Total early-stage Entrepreneurial Activity (TEA),Established Business Ownership Rate ,Necessity-Driven Entrepreneurial Activity: Relative Prevalence,Improvement-Driven Opportunity Entrepreneurial Activity: Relative Prevalence,Total early-stage Entrepreneurial Activity for Male Working Age Population,Total early-stage Entrepreneurial Activity for Female Working Age Population,Informal Investors Rate,Growth Expectation early-stage Entrepreneurial Activity: Relative Prevalence,New Product early-stage Entrepreneurial Activity,International Orientation early-stage Entrepreneurial Activity,Financing for entrepreneurs,Governmental support and policies,Taxes and bureaucracy,Governmental programs,Basic-school Entrepreneurial Education and training,Post-school entrepreneurial education and training,R&D Transfer,Commercial and professional infrastructure,Internal market dynamics,Internal market openness,Physical and services infrastructure,Cultural and social norms,WVSV10,WVSV100,WVSV11,WVSV12,WVSV13,WVSV134,WVSV137,WVSV14,WVSV144,WVSV145,WVSV146,WVSV147,WVSV148,WVSV15,WVSV150,WVSV152,WVSV16,WVSV17,WVSV18,WVSV181,WVSV182,WVSV188,WVSV19,WVSV190,WVS191,WVSV192,WVSV193,WVSV196,WVSV20,WVSV21,WVSV22,WVSV229,WVSV23,WVSV233,WVSV235,WVSV236,WVSV237,WVSV238,WVSV239,WVSV25,WVSV30,WVSV32,WVSV34,WVSV49,WVSV55,WVSV58,WVSV59,WVSV6,WVSV67,WVSV68,WVSV69,WVSV70,WVSV71,WVSV73,WVSV74,WVSV74B,WVSV75,WVSV76,WVSV77,WVSV78,WVSV79,WVSV8,WVSV82,WVSV83,WVSV96,WVSV97,WVSV98,WVSV99
2014,,Ukraine,83,30.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.002,4.694,2.722,1.575333,1.144,8.343333,7.573333,1.246,44.798,4.276667,4.348,1.344667,1.113333,1.874667,1.834,7.288667,1.402667,1.553333,1.611333,2.046,1.94,3.078667,1.768667,2.946,2.135333,7.772,8.176667,5.196,1.801333,1.572,1.679333,3.011333,5.898667,5.538667,1.417333,-1.259333,-0.872,3.440667,4.315333,0.1706667,0.0173333,0.0393333,0.03,1.896667,6.546667,1.346,4.542,1.884,2.103333,1.342,1.571333,3.43,3.983333,3.858,2.914,-4,3.544,4.242,2.734,2.939333,2.474667,1.815333,1.946667,1.97,3.481333,6.656667,3.020667,4.469333
2014,,United Arab Emirates,29,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,
2014,44,United Kingdom,10,68.6,46.44,40.99,36.84,6.88,30.95,60.3,74.99,58.36,6.28,4.48,10.66,6.5,12.9,52.71,13.82,7.53,2.11,24.02,31.34,14.89,2.77,2.9,2.33,2.62,2.44,3.02,2.2,2.95,3.28,2.73,3.54,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,,
2014,1,United States,1,82.5,53.34,50.85,29.66,12.08,28.81,64.73,76.87,75.83,9.67,4.25,13.81,6.95,13.5,66.93,16.53,11.2,6.21,39.28,48.46,14.52,2.99,2.69,2.33,2.61,2.21,2.87,2.64,3.12,3.3,2.67,3.98,3.75,1.716846,3.592294,1.908602,1.472222,1.344534,5.437724,3.521505,1.34095,40.06048,4.191308,3.440412,1.314964,1.069444,1.698477,1.705645,7.660842,1.274642,1.672043,1.639785,2.674731,2.890681,3.573925,1.557796,3.366487,3.319444,6.996864,6.954301,4.107975,1.676971,1.728047,1.831989,2.9319,7.373656,6.814068,1.418011,-0.9749104,1.854839,2.923387,4.959677,0.9914875,0.1823477,0.437724,0.1214158,2.014785,7.62724,1.728495,6.245072,1.659946,1.959229,1.496416,1.442652,2.958333,4.484319,3.948477,2.628584,-4,3.473118,3.894713,2.91353,2.868728,2.942652,1.916219,1.769713,1.888889,5.405914,3.434588,6.126344,3.197581
2014,598,Uruguay,39,45.3,63.12,45.56,26.71,24.82,32.44,62.13,56.72,60.83,10.51,5.75,16.08,6.74,15.96,27.28,19.17,13.23,6.28,36.61,53.22,17.33,2.21,2.22,2.78,2.89,1.41,3.43,2.49,3.02,2.09,2.4,3.79,2.11,1.795,5.116,1.964,1.518,1.782,6.737,5.289,1.184,21.1,5.508,2.915,1.413,1.068,1.802,1.403,6.053,1.18,1.794,1.65,2.117,1.848,3.401,1.842,3.506,3.457,6.802,7.059,4.782,1.471,1.484,1.614,2.862,7.518,6.474,1.352,1.081,1.899,3.425,4.341,0.35,0.015,0.07,0.046,1.994,7.48,1.768,6.599,1.601,2.012,1.23,1.15,2.632,4.848,2.403,2.364,-4,3.941,4.405,2.717,2.315,2.823,1.468,1.914,1.885,4.807,4.62,4.816,4.63
2014,,Venezuela,93,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,84,Vietnam,,,58.2,39.36,50.13,18.2,48.57,67.15,75.92,86.83,2,13.3,15.3,22.15,29.74,53.27,15.13,15.47,9.45,16.67,36.93,1.69,2.37,2.93,2.46,2.35,1.83,2.64,2.3,2.93,3.71,2.43,3.75,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,,Zambia,91,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,213,Algeria,,,55.51,61.86,32.95,36.02,52.63,79.59,84.23,47.41,2.24,2.64,4.89,5.45,21.31,62.3,6.43,3.31,9.81,13.11,31.97,10.71,3.42,3.19,2.56,2.75,2.45,3.16,2.88,2.86,Somewhat true,2.97,3.47,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,244,Angola,,,56.32,56.67,63.66,38.25,71.59,66.77,72.64,62.11,8.03,14.68,22.23,8.52,26.12,40.26,24.33,20.4,24.81,18.23,55.71,23.3,2.59,2.92,2.24,2.23,1.64,2.12,1.85,2.5,3.07,1.98,2.28,2.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,54,Argentina,,,61.75,40.87,24.92,31.02,35.44,,,,10.51,5.63,15.93,9.62,29.82,47.43,19.2,12.9,3.82,26.17,24.83,3.77,2.15,1.98,1.54,2.76,2.16,3.3,2.66,3.05,3.18,2.58,3.45,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,246,Barbados,,,74.5,45.69,17.34,18.38,33.21,67.95,72.34,62.46,11.13,10.73,21.67,12.38,12.92,47.79,23.85,19.64,5.88,14.51,32.19,19.42,1.95,2.82,1.99,2.32,2.04,2.67,1.64,2.99,2.53,2.35,3.41,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,32,Belgium,,,33.85,31.5,46.55,7.85,18.56,54.8,52.2,43.86,3.06,1.93,4.92,5.94,28.98,43.89,6.39,3.44,2.83,21.23,38.34,28.42,2.62,2.58,2.18,3.26,1.99,3.09,2.59,3.28,2.81,2.69,3.75,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,387,Bosnia and Herzegovina,,,50.5,23.26,26.08,21.76,33.67,82.27,71.92,39.2,5.75,4.64,10.34,4.51,58.95,22.04,13.45,7.12,4.53,35.26,31.08,20.85,2.16,1.98,1.8,2.04,2.04,2.56,1.89,2.71,3.38,2.04,3.32,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,267,Botswana,,,67.44,65.9,18.6,59.2,45.03,80.73,83.7,85.57,11.01,10.17,20.85,3.44,26.27,52.01,21.92,19.87,10.4,33.1,32.85,11.9,2.74,2.64,2.65,2.59,2.27,3.05,2.14,2.67,3.12,2.83,3.27,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,55,Brazil,,,52.62,50.93,38.72,27.2,37.96,84.62,82.21,84.07,5.12,12.61,17.31,15.44,28.6,57.36,17.19,17.42,2.36,9.72,1.21,0.4,2.34,2.5,1.68,2.28,1.55,2.41,2,2.35,3.02,2.13,3.04,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,101,Canada,,,48.45,57.35,35.22,13.53,27.96,60.64,70.13,69.58,7.79,4.7,12.19,8.44,15.09,66.89,14.55,9.9,5.66,33.66,48,14.26,2.56,2.87,2.35,2.76,2.2,2.67,2.51,3.14,2.99,2.57,3.9,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,56,Chile,,,59.63,68.4,28.01,46.49,42.24,69.12,67.25,66.32,15.37,9.62,24.33,8.46,20.11,57.65,29.97,18.96,15.62,35.73,84.73,13.87,2.47,3.44,3.23,3.06,1.73,2.71,2.23,2.67,2.4,2.28,4.17,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,86,China,,,36.29,33.07,34.3,14.42,48.35,69.61,73.53,71.34,5.23,8.89,14.02,11.04,33.88,35.9,15.84,12.2,3.65,27.37,62.66,0.83,2.48,2.66,2.59,2.62,1.62,2.72,2.5,2.63,3.88,2.59,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,57,Colombia,,,57.84,67.7,31.75,54.54,22.85,90.85,71.36,67.5,13.63,10.34,23.71,5.85,18.05,26.65,30.49,17.33,7.36,57.51,83.32,14.42,2.26,2.83,2.59,2.99,2.26,3.19,2.37,2.83,2.89,2.77,3.32,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,385,Croatia,,,47.18,17.58,35.18,19.6,24.45,61.47,43.07,42.87,6.33,1.98,8.27,3.28,37.4,29.84,11.47,5.11,3.35,30.66,29.91,40.99,2.29,2.19,1.83,2.48,1.86,2.63,2.08,2.7,3.63,2.11,3.5,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,420,Czech Republic,,,42.59,23.08,35.75,13.73,23.02,,47.78,,4.89,2.67,7.33,5.26,22.72,60.26,10.5,4.09,7.66,27.96,52.1,16.25,2.47,2.04,2.02,2.29,1.58,2.4,2.24,3.1,2.61,2.62,4.01,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,593,Ecuador,,,74.27,57.29,34.91,39.91,37.65,66.48,67.66,79.09,25.3,13.59,35.97,17.99,33.64,32.11,39.48,32.62,6.71,18.35,45.26,1.01,2.23,2.87,2.1,2.48,2.04,3.23,2.1,2.88,2.25,2.38,4.16,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,372,Estonia,,,39.96,46.07,38.83,19.39,36.76,53.21,58.59,40.72,8.79,4.54,13.11,5.01,14.82,50.07,17.04,9.36,6.64,26.72,49.2,26.04,2.69,2.52,3.13,3.27,2.25,3.04,2.89,3.04,3.61,2.54,4.28,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,358,Finland,,,33.26,43.8,36.73,8.34,45.49,44.3,85.46,68.53,2.75,2.69,5.29,6.65,17.93,65.99,6.54,4.01,2.95,20.79,46.18,10.99,2.77,3.27,3.09,2.89,2.66,2.94,2.99,3.45,2.83,2.88,4.25,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,33,France,,,33.15,22.87,41.13,12.59,33.21,55.3,70.03,41.38,2.73,1.84,4.57,4.09,15.66,60.87,6.11,3.07,3.29,21.26,36.91,18.6,2.85,3.28,2.99,3.17,1.73,2.69,2.48,3.02,3.24,2.39,4.22,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,49,Germany,,,37.72,31.3,38.58,6.84,25.01,49.4,75.23,49.91,3.07,2,4.98,5.07,18.71,55.7,6.02,3.92,3.43,22.26,40.73,16.13,2.84,2.58,2.59,3.43,1.94,2.59,2.8,3.32,3.18,2.77,3.71,2.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,233,Ghana,,,85.77,69.27,24.64,45.6,59.33,81.64,94.08,82.43,8.45,17.74,25.82,25.93,33.31,44.07,23.45,27.9,15.42,10.84,21.81,6.84,2.59,2.71,2.2,2.29,2.08,2.91,2.07,3,3.08,2.99,2.99,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,30,Greece,,,45.99,13.54,49.33,8.77,24.95,60.06,65.07,32.42,3.25,2.26,5.51,12.6,23.46,35.83,7.82,3.2,2.47,8.1,47.89,13.09,1.99,2.06,1.84,2.03,1.69,2.56,2.16,3.17,3.18,2.19,3.62,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,502,Guatemala,,,66.45,58.78,33.32,38.95,32.45,86.77,71.47,55.08,7.62,4.85,12.28,5.07,31.43,44.19,14.36,10.52,2.19,4.22,62.89,7.97,2.19,2.16,2.11,2.43,1.8,3.18,2.18,3.38,2.36,2.36,3.84,2.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,36,Hungary,,,37.5,18.87,44.82,13.73,28.01,45.67,74.11,28.39,5.99,3.75,9.68,7.2,28,38.67,12.42,7.02,3.43,26.77,27.03,22.2,2.77,2.29,1.92,2.35,1.91,2.8,2.54,3.35,3.1,2.7,3.9,2.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,91,India,,,55.78,41.43,38.91,22.79,38.56,61.49,70.36,61.39,5.08,4.86,9.88,10.66,38.76,35.94,13.19,6.41,1.42,8.04,38.33,5.62,2.82,1.89,1.84,2.05,1.5,2.42,1.94,2.95,3.51,2.49,3.68,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,62,Indonesia,,,62.01,46.68,35.19,35.06,66.95,70.83,79.84,75.27,5.7,20.41,25.52,21.2,25.45,43.68,25.99,25.05,3.17,4.43,23.32,0.44,3.06,2.69,2.22,2.53,2.54,3.3,2.31,3.25,3.92,2.82,3.45,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,98,Iran,,,56.52,36.99,36.42,30.62,42.73,64.1,82.39,59.87,6.43,6.09,12.32,10.59,37.99,35.79,18.07,6.49,7.64,27.67,26.5,3,2.03,1.85,1.63,1.54,1.49,2.13,1.93,2.11,3.15,1.76,4.05,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,353,Ireland,,,43.14,28.28,40.43,12.59,31.49,49.62,81.22,59.86,5.55,3.84,9.25,7.5,18.02,43.85,12.15,6.39,3.42,34.85,46.09,25.51,2.59,2.92,2.77,3.19,2.01,2.78,2.89,3.4,2.66,2.88,3.85,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,972,Israel,,,36.17,46.5,51.76,23.97,40.68,60.61,80.3,49.06,5.3,4.78,10.04,5.94,17.41,49.25,13.66,6.55,4.97,29.24,57.22,24.27,2.83,2,1.73,2.25,2.03,3.04,2.35,3.27,2.67,2.16,4.06,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,39,Italy,,,29.11,17.34,48.59,9.8,16.83,65.55,72.43,48.08,2.36,1.11,3.43,3.67,18.7,18.38,4.82,2.07,1.69,12.19,61.88,17.12,2.46,2.03,1.54,2.06,1.71,2.6,2.46,3.1,3.5,2.46,3.34,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,876,Jamaica,,,79.14,51.23,27.05,39.51,44.93,79.36,80.93,81.68,7.96,6.02,13.75,6.28,40.6,34.19,15.3,12.3,7.31,6.29,24.54,16.37,2.93,2.56,2.21,2.28,2.21,3.5,2.32,3.24,3.81,2.67,3.83,3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,81,Japan,,,12.86,7.65,49.35,4.09,16.72,31.3,52.76,57.62,2.23,1.49,3.72,5.71,25,59.63,4.79,2.65,1.3,41.76,55.47,11.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,82,Korea,,,28.1,12.73,42.29,12.07,30.65,51.31,67.8,67.56,2.65,4.25,6.85,9.01,36.48,51.14,9.71,3.87,3.19,27.73,49.58,12.08,2.29,3.44,2.67,2.99,2.06,2.45,2.51,2.34,4.09,2.32,4.01,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,371,Latvia,,,47.85,34.8,41.62,22.69,30.98,61.36,59.48,58.61,8.09,5.26,13.25,8.84,21.21,52.69,16.57,10.08,7.92,42.37,52,33.42,2.87,2.94,2.96,3,2.73,3.3,2.37,3.38,2.6,3.03,4.07,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,218,Libya,,,58.63,52.26,33.05,62.07,28.35,85.17,84.35,38.21,6.63,4.69,11.15,3.44,8.13,60.27,14.76,7.21,4.52,33.64,47.21,14.37,2.14,2.01,2.63,1.75,1.41,2.3,1.83,2.91,3.2,2.84,2.98,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,370,Lithuania,,,35.38,28.72,41.65,22.43,37.08,68.63,57.2,47.65,6.07,6.35,12.43,8.34,23.3,55.17,17.45,7.78,7.33,35.55,43.4,25.99,2.78,2.39,1.99,2.62,2.39,2.77,2.37,3.46,3.96,2.55,4.19,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,352,Luxembourg,,,43.28,45.57,42.91,14.13,35.83,39.41,70.6,36.31,6,2.78,8.69,2.39,5.63,56.59,11.63,5.64,5.62,19.63,63.16,33.96,2.58,3.4,3.39,3.61,2.21,2.93,2.78,3.27,2.99,2.94,3.92,2.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,389,Macedonia,,,49.69,37.15,35.57,29.11,32.93,69.49,67.89,66.76,3.35,3.53,6.63,7.29,60.98,22.95,9.37,3.82,6.29,31.09,26.23,28.89,2.33,2.65,2.86,2.54,2.27,3.05,2.37,3.02,Neither true nor false,2.36,3.54,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,265,Malawi,,,89.48,78.9,15.14,66.69,78.23,,,,10.06,18.78,28.11,12.03,43.69,29.42,28.93,27.34,14.12,1.18,54.91,4.57,1.93,2.3,1.89,2.05,2.18,2.89,1.9,2.78,3.44,2.66,2.81,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,60,Malaysia,,,27.98,40.72,33.31,11.82,45.17,41.83,44.98,62.22,1.46,5.18,6.6,6.03,18.4,64.87,7.62,5.5,2.36,14.95,32.53,0,3.42,3.05,2.54,3,2.33,3.03,2.94,3.17,3.39,2.74,4.15,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,52,Mexico,,,58.52,53.6,31.65,16.93,56.54,57.76,62.34,50.77,11.9,3.29,14.83,4.18,6.75,26.27,16.84,12.98,7.83,22.17,34.22,4.57,2.38,3.03,2.24,3.06,1.96,3.25,2.6,2.72,2.51,2.39,3.86,3.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,270,Namibia,,,73.95,68.31,32.08,52.39,56.69,71.76,65.89,84.69,20.35,13.86,33.34,7.89,33.62,32.91,32.15,34.44,11.1,22.73,68.59,19.61,2.6,2.95,2.12,2.39,2.77,3.1,2.01,2.77,3.02,2.57,3.49,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,31,Netherlands,,,42.38,32.66,36.81,9.08,34.64,79.49,66.2,55.19,4.67,4.77,9.27,8.68,7.98,67.12,11.71,6.82,3.53,15.03,44.08,14.34,2.76,2.96,3.22,3.03,3.05,3.34,2.83,3.85,2.91,3.34,4.59,3.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,234,Nigeria,,,87.04,84.66,16.33,46.81,79.78,81.15,61.89,76.53,20.01,20.66,39.86,17.51,25.43,52.31,38.97,40.7,11.56,26.01,31.89,9.89,2.05,1.97,1.83,2.24,2.13,2.79,1.73,2.59,3.28,2.34,2.98,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,47,Norway,,,34.18,63.67,35.25,5.23,32.36,49.33,75.48,56.87,2.9,3.4,6.25,6.15,4,60.8,8.88,3.61,3.25,19.2,26.4,16.53,2.79,2.39,2.76,2.95,2.6,2.62,2.86,3.61,2.88,2.62,4.14,2.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,507,Panama,,,66.39,58.73,28.91,26.96,57.89,64.38,59.24,70.44,15.39,5.25,20.64,3.5,18.57,39.79,23.84,17.41,7.04,13.28,23.52,3.29,2.36,2.7,2.83,3.08,1.59,2.79,2.29,2.76,2.77,2.41,3.82,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,51,Peru,,,62.2,60.96,25.68,33.91,45.99,70.42,71.21,71.47,17.84,5.94,23.38,5.42,22.48,54.21,27.29,19.6,6.2,20.76,36.02,5.87,2.25,2.04,2.11,2.22,2.05,2.84,1.92,2.73,2.59,2.58,3.45,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,63,Philippines,,,68.4,47.94,36.19,44.12,41.05,84.86,79.27,86.79,12,6.73,18.52,6.61,43.59,38.03,19.06,17.99,1.66,6.26,55.1,11.28,3.23,3,2.29,3.13,3.06,3.4,2.5,3.37,3.82,2.86,3.69,3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,48,Poland,,,51.77,26.06,46.72,17.27,37.77,66.81,59.89,58.5,5.14,4.34,9.28,6.47,47.4,32.7,12.36,6.22,3.13,39.05,64.59,23.58,2.71,2.6,2.07,2.65,1.84,2.38,2.15,2.97,3.83,2.84,3.64,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,351,Portugal,,,48.75,20.24,40.09,13.24,25.54,,,,4.22,4.16,8.25,7.72,21.45,50.65,10.81,5.83,2.43,27.1,46.1,29.73,2.91,2.6,1.79,2.87,2.17,2.95,2.73,3.38,2.36,2.45,4.44,2.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,787,Puerto Rico,,,53.03,28.34,24.63,13.08,22.61,17.93,50.15,68.78,6.56,1.83,8.28,2.03,21.55,42.89,10.7,6.09,1.22,13.76,34.81,10.4,1.9,2.34,1.54,2.51,1.6,3,2.1,2.92,3.02,2.21,3.38,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,40,Romania,,,45.87,28.86,37.26,23.65,28.31,73.61,72.57,61.31,6.2,4.21,10.13,5.35,31.64,31.59,12.39,7.89,5.16,43.79,46.87,31.8,2.31,2.36,2,2.38,2.32,2.93,2.59,3.04,3.29,2.72,2.93,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,7,Russia,,,28.15,18.19,29.04,2.6,39.32,65.73,68.02,48.95,3.05,2.76,5.75,3.41,35.39,41.99,6.2,5.35,2.3,26.53,29.05,5.65,2.01,1.9,1.87,1.83,2.19,2.71,2.06,3.05,3.21,2.1,3.13,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,65,Singapore,,,24.76,22.24,39.78,15.09,18.41,50.94,59.38,75.33,6.39,4.43,10.68,4.2,8.41,68.77,13.22,8.19,3.87,51.15,34.23,36.71,3.53,3.65,4.14,3.67,2.79,3.24,3.22,3.53,3.47,3.39,4.51,3.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
